,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
384,1,60,37703.83,4.946414499,12,1,0,17.18829795,184.967019,1828.279015
385,2,62,29117.32,14.19610787,7,1,0,17.52138221,92.455141,1866.966586
386,4,30,52531.72,15.83394061,14,1,0,10.4103675,149.944668,1718.555203
387,4,75,25742.72,7.663279641,16,0,0,3.310281145,167.456419,556.2193844
388,7,23,21072.82,7.43893815,17,3,1,2.993625911,197.516854,1035.183038
389,1,84,37774.81,11.70582668,11,1,0,16.26037537,152.488401,1580.43019
390,3,61,20811.42,13.60774223,6,2,1,3.045064701,162.482694,703.6927423
391,0,75,34474.39,6.02604588,11,2,0,15.35762157,262.610632,1842.258692
392,3,72,81388.6,8.273678516,7,0,0,5.940902789,190.173699,1167.271182
393,0,66,78272.96,9.424686492,10,0,0,5.988505209,187.513939,1007.289786
394,2,81,11655.88,10.05990041,11,1,0,7.138784756,212.641455,1500.69101
395,4,34,37773.19,12.69711858,12,1,1,8.951793883,104.964303,1404.773397
396,1,82,40183.01,10.3853182,9,1,0,4.221959275,232.637807,1342.310858
398,0,28,10331.57,13.43076227,17,1,0,10.90397471,277.63748,1710.958869
399,1,48,37096.85,7.951590644,5,0,0,1.665591776,112.455141,169.3992798
400,2,53,26004.59,9.100502767,13,0,0,8.611218573,220.118516,1261.554565
401,4,52,77291.95,11.9086306,13,0,0,1.28507969,139.951231,794.9581116
402,3,20,24462.25,5.304627269,13,1,1,1.379696124,184.978458,713.364269
403,0,19,75871.75,12.07096717,11,2,0,3.084376591,210.138,952.5914921
404,0,70,28840.47,7.336943024,14,0,0,2.43754565,142.468917,778.6094503
405,4,48,25299.48,10.16142541,13,1,0,3.288124191,160.00128,627.0001275
407,2,52,23014.69,6.346778536,8,0,1,13.46565415,162.452604,1566.001524
408,1,77,31300.68,12.1986895,16,2,0,19.244458,172.457857,1889.642423
409,3,71,55840.35,6.444558317,15,0,0,8.69085131,255.155493,1420.771651
410,4,22,9729.44,11.7174619,16,1,0,3.778575882,184.979684,1254.725693
411,1,88,35891.67,6.286550988,17,1,2,10.27819073,175.006206,1570.345219
412,0,25,20801.9,9.886595026,13,0,0,4.156887945,112.455141,500.4406927
413,2,21,112429.2,7.972497589,6,0,0,11.32083915,194.958118,1563.848623
414,1,39,33217.64,11.10996233,17,0,1,5.254442453,172.44408,787.0962355
415,1,29,45562.97,9.301929385,13,2,0,5.2551003,200.165175,1119.610001
416,1,22,15380.9,8.535578793,12,1,2,6.417132666,127.460067,1155.782468
418,4,74,57900.98,9.581508542,12,2,0,4.924623699,207.49737,922.1362066
419,2,84,60476.86,8.763218085,9,0,0,6.325942162,169.937833,717.6823944
420,1,65,26875.13,12.72077056,10,3,0,17.22220989,152.457857,2223.835601
422,2,51,14817.22,11.18732698,16,0,0,6.437878909,200.132293,1537.296207
423,0,40,6170.55,11.6443975,13,0,1,15.22323989,182.460772,1614.544362
424,2,49,33620.38,9.83612847,8,0,1,7.484425045,124.97808,758.8338668
425,7,61,86453.08,9.202197695,20,1,0,7.218752772,230.105118,1317.766231
427,1,85,76984.15,9.320914781,12,1,0,10.03363969,142.482694,1467.273158
428,8,25,43586.8,6.697226378,16,1,0,18.46162568,152.479779,2192.693797
429,4,48,13148.09,16.41445271,13,1,0,16.52138638,105.010962,1568.47416
430,4,86,11612.88,4.964218639,11,2,1,13.83290937,114.965789,1376.095043
431,0,53,71215.87,6.702458265,13,0,1,5.02568958,184.978458,811.5600648
432,2,88,18113.33,8.623296005,18,0,0,2.644787483,134.950905,243.2617759
433,1,40,18895.18,4.874661522,17,0,0,2.522962069,182.490006,676.6465414
434,1,23,48852.54,4.924368526,11,1,0,3.508974199,192.470522,801.4709595
435,3,63,6574.36,9.173811061,11,1,0,11.50651216,149.962093,1316.145864
436,2,28,10342.14,9.553427818,8,1,1,10.96319721,95.019486,1270.217581
437,1,26,23028.48,6.007630739,16,0,1,5.505247606,245.174977,1339.709597
438,2,22,31843.16,18.39537758,11,2,0,14.16961729,169.944668,1624.799349
439,2,43,31920.88,14.02031408,10,2,1,10.27782059,207.49737,1400.834009
440,6,70,54961.9,12.07594948,19,0,0,3.364993591,245.145743,1149.108155
441,2,48,119964.79,13.40034021,16,0,2,9.307770559,127.478341,1387.016004
443,4,61,72129.01,10.4523599,15,1,2,7.262579715,267.642733,1803.917571
444,1,73,16368.02,10.07963518,14,0,0,17.06899012,104.992311,1518.747945
446,1,56,65900.37,9.086330232,8,1,2,16.48065356,240.114868,1886.312286
447,6,19,69369.36,10.04912841,12,3,0,10.85041661,124.960655,1738.71901
448,1,56,23382.74,8.431329813,12,2,0,4.85576672,127.442069,1060.026737
449,2,83,25886.2,8.961461799,15,1,0,1.715329149,169.992756,250.9270047
450,3,84,99519.26,12.87091514,15,1,0,21.71097206,169.992756,1916.832871
451,0,62,93039.69,7.236546463,16,0,0,3.470685398,179.979358,573.9920618
452,0,67,37852.37,7.048563699,14,2,0,1.914386255,134.950905,272.9823095
453,1,21,54727.46,13.17156155,12,1,1,9.16272705,192.440432,1233.975771
454,2,31,47944.46,11.11418795,10,0,0,7.457173484,172.440432,1552.772876
455,2,25,18402.27,5.236234219,12,1,0,4.991605214,212.669463,1259.735294
456,0,60,43631.75,10.08565191,12,0,0,10.5903229,175.133074,1287.821218
457,6,84,31392.97,4.843029288,13,0,0,14.68216127,159.965008,1516.667438
458,1,36,10466.23,7.565105658,10,0,0,5.440398012,112.484375,589.9932647
459,0,87,20197.89,7.940679007,14,1,1,11.92300936,179.965581,1021.482609
460,2,80,99482.26,12.94031641,12,2,0,9.461939857,252.62403,1267.634616
461,0,34,48005.75,7.794425904,9,2,0,13.90000955,95.005709,1266.503765
462,4,39,50666.54,4.88644359,6,0,2,13.99579075,240.114868,1877.852717
463,8,42,6117.38,10.84392109,17,1,0,13.44056701,105.010962,1541.134986
464,4,36,7953.27,9.879617841,10,2,1,3.179043613,182.45383,744.2470872
465,0,18,101000.3,11.26553266,10,0,1,14.58066686,149.944668,2023.519366
466,0,66,10882.02,13.28523257,9,3,0,17.24908083,144.960655,1428.427469
467,3,20,69156.25,15.62909771,15,0,0,2.760467902,187.609354,1283.253595
468,0,73,19563.77,11.31172944,16,0,1,20.04140358,129.962093,2256.776479
469,0,83,27113.0,11.06959212,11,0,0,8.001673351,129.976324,955.0876357
471,2,62,23165.82,11.06361355,10,2,0,14.68600159,172.44408,1562.32774
472,2,34,13378.22,11.56147327,15,3,0,4.135515169,117.485813,776.4780765
473,2,28,5337.97,13.49663107,10,3,0,9.086633107,159.965008,1118.646915
474,2,26,72490.86,7.581534683,15,0,0,9.493585403,167.484705,1781.692875
475,2,82,12476.24,10.67669456,13,2,0,5.372758028,129.962093,1086.92093
476,1,59,64584.13,11.74759925,13,0,0,13.82188875,139.981577,1551.398147
477,6,46,32885.95,9.044025424,12,0,0,2.598489694,124.97808,573.751474
478,1,44,80862.03,7.949846907,16,2,2,12.9401487,255.137219,1794.116848
479,4,56,49800.1,11.35513416,11,3,1,4.957713222,230.105118,1103.594576
481,2,50,19133.76,9.993073346,11,3,1,7.176411327,255.155493,1381.802291
482,7,53,23413.1,11.38306511,11,3,0,5.709925704,172.457857,1091.10126
483,1,84,11957.82,9.818276662,10,0,0,3.956375328,137.483594,891.9472856
484,5,33,31250.41,14.32006623,13,0,0,1.033067819,167.456419,538.1168657
485,3,29,9487.91,10.02701706,14,1,0,2.206152519,127.495766,497.9042695
486,7,87,13533.47,12.67439697,16,2,1,3.820262172,287.642733,1115.476658
487,3,34,46533.08,11.95689175,4,2,0,2.640977982,167.456419,522.7315686
488,3,34,47946.16,16.23914454,12,1,0,5.622660986,164.988941,961.5888385
489,1,28,14393.72,12.55052929,16,3,0,1.634394387,242.632554,883.9008134
490,2,68,4102.64,13.71586929,13,2,1,2.012075635,130.006414,565.3167155
491,0,26,11249.18,8.90345193,14,0,1,10.06913982,257.63748,2062.605873
492,0,61,18684.74,11.70304454,14,1,1,6.935335786,129.977753,1197.080651
493,4,79,75276.52,3.602721856,12,0,0,15.56741347,232.622804,1972.725118
494,1,49,78129.73,5.21028807,8,0,0,12.75071284,182.467607,1427.321538
495,3,85,97761.18,9.442505655,11,1,0,8.573785357,220.132293,1218.124487
496,0,25,20789.86,2.760749024,16,1,0,13.86188691,252.637807,1874.789062
497,0,19,34038.71,13.2491569,11,0,0,10.77929667,142.452604,1806.007164
498,0,28,16051.94,13.4911859,15,0,0,16.88097916,94.972827,1939.600904
499,0,86,24266.04,7.779828793,15,0,0,16.92163398,210.105118,2275.888923
500,0,54,28712.86,10.68579941,13,1,0,11.91663193,92.455141,1372.385193
501,2,28,18966.81,9.905787776,16,1,0,2.81822785,194.969934,785.6266383
502,2,25,67530.44,11.62388139,14,1,0,5.100566529,129.977753,1226.343895
503,4,81,38866.92,12.19296315,10,1,1,4.806882153,242.628057,1047.361909
504,2,89,44314.39,6.892345443,15,1,0,5.658327457,197.48762,893.5446642
505,0,62,26929.55,8.482252615,14,0,0,2.649525158,242.610632,1210.047397
506,1,31,50643.95,9.179212931,10,1,2,18.76976086,139.934918,2329.912456
507,3,48,4803.58,9.321060469,10,0,0,13.04542381,112.455141,1163.407505
508,1,22,21278.71,13.24354261,7,1,0,1.534192133,182.490006,736.9303356
509,0,22,16874.68,14.7376853,11,0,0,9.039309605,149.988989,1134.880009
510,2,20,20314.7,7.766411994,10,0,0,10.15330548,107.495766,1561.294194
512,0,81,28908.4,8.27152774,13,0,1,1.542556879,225.145743,1192.502878
515,1,59,59158.79,7.514067308,15,2,0,13.17859958,175.133074,1581.016214
516,0,75,39802.79,3.262720061,16,0,1,1.557206083,242.628057,724.6774743
517,5,35,50195.66,13.69828326,11,0,0,7.226076469,184.964681,1123.971139
518,1,28,52946.65,8.363844619,10,1,0,20.91720893,182.443347,2633.809472
520,1,29,17876.13,11.81880212,13,0,1,20.43854626,139.99789,2101.344074
521,0,62,21795.58,8.661233766,13,3,0,2.915827364,149.937833,862.3199149
522,1,43,5192.16,7.423384386,10,0,0,9.709171662,157.469817,921.1401066
523,0,66,60897.92,8.827647599,13,2,0,1.939549257,152.510442,752.1641496
524,3,56,35939.37,12.48417719,12,1,0,1.502124145,139.99789,522.7806578
525,0,73,24091.33,10.56592379,10,1,0,1.906368477,139.951231,736.161108
526,4,21,41209.8,11.60110678,17,0,1,15.60605339,117.439154,2148.889242
528,0,82,14185.42,12.13702885,9,2,0,1.781895205,149.977753,292.4731737
529,0,22,12765.41,8.088906499,17,1,0,2.050742411,149.991327,655.3814577
530,3,34,11386.53,10.16305189,11,2,1,2.447649309,149.97755,660.0908173
531,2,56,56131.21,10.14030426,16,3,1,10.81997919,172.456745,1655.780173
532,2,25,50560.17,7.823058882,9,0,0,8.650238791,137.439154,1090.76661
534,1,59,1668.97,11.24744549,8,2,0,2.359067126,204.961033,673.2665835
536,1,76,17218.09,14.78936522,10,1,0,5.207179461,159.964152,729.541703
537,4,41,34228.9,14.24429679,13,1,0,9.450195459,169.974105,1163.701618
538,4,25,31159.95,6.027816542,15,3,0,10.6312597,129.959755,1720.167182
539,1,40,21654.51,10.4766784,11,0,0,3.564836875,119.989722,626.5880936
540,0,77,36121.33,8.397331803,15,1,0,1.815836226,179.947583,369.7619068
541,4,20,76136.04,12.1663565,8,0,1,8.932053699,167.456419,1197.180331
542,0,53,20957.58,9.133118524,7,0,0,7.349620762,240.114868,1164.240281
543,0,36,33559.74,13.04068054,11,3,1,14.71424943,194.976769,1651.424177
544,0,86,30142.44,10.43511467,11,0,0,7.073151031,245.146969,1489.301457
545,1,59,21663.69,12.35764261,10,1,0,1.597765127,139.987503,775.0343206
546,3,26,12924.08,12.33031848,16,1,1,8.054118994,197.483972,1808.311421
547,3,61,67021.35,18.30717385,9,0,1,14.96135055,190.173699,1942.452213
548,3,27,31006.39,14.35467948,7,2,0,22.76986341,197.470195,2847.700412
549,2,53,28580.25,9.431168696,10,2,0,2.519975147,149.974105,908.4356314
550,1,32,23706.94,11.27381764,14,1,0,5.915247686,204.979684,973.4512833
551,0,60,49693.17,10.93898196,12,1,0,7.793733508,152.502178,1097.703155
552,3,25,77622.97,6.464103552,6,1,1,20.44846104,225.131966,2936.746847
553,3,52,86411.28,5.772344439,10,1,1,10.40161068,202.636202,1883.962411
556,0,59,19942.74,10.11933502,8,1,1,12.85397739,104.962874,1215.114995
557,1,54,51203.14,8.776451212,13,1,1,1.410971237,169.937833,382.5347203
558,3,83,10818.08,9.011401399,16,0,0,8.874920206,159.934918,1043.790368
560,1,68,25819.56,7.298432418,12,1,0,9.306233406,245.146969,1762.075547
561,0,38,21806.2,13.40423523,11,0,0,4.902104964,177.48762,1350.716866
562,3,23,28082.45,9.879567236,11,1,1,1.894776657,162.465269,1052.042079
563,3,55,69662.99,7.329478649,10,2,0,5.204111135,147.456419,1159.678094
564,1,43,54674.22,9.311560353,14,3,0,1.375013189,134.950905,338.2592054
565,4,61,16706.02,11.13291822,9,1,1,1.387575524,127.442069,851.811469
566,0,38,31980.81,12.236238,11,1,0,2.685677496,184.978458,669.0040793
568,0,84,57107.43,5.33893117,10,1,2,16.58244758,182.443347,1981.954133
569,0,22,6769.7,15.39425705,13,1,0,14.17620441,172.487091,1695.851887
570,1,34,65191.79,7.879092117,12,0,0,10.81527088,162.500692,1305.953642
572,6,83,23022.97,10.9783735,17,0,0,6.956508263,220.114868,1631.872719
573,0,86,33529.19,9.023888498,16,2,1,8.274610767,159.994242,954.6181316
574,3,79,73378.99,6.599742586,18,0,0,6.786723844,159.964152,957.753476
575,1,56,3504.7,8.863330522,8,0,0,3.605888824,275.133571,1057.571757
576,0,47,20125.41,8.842692082,11,0,0,10.19243185,194.958118,1277.521575
579,4,26,15518.51,9.877572075,7,1,2,5.884557067,229.993134,1252.155771
580,0,41,10299.94,6.048302665,13,0,1,1.084656113,147.478341,261.1185652
581,2,50,30944.95,11.62322378,14,0,0,7.21126107,179.947583,879.6579171
582,1,34,80906.28,17.23011599,11,2,0,2.140387928,175.006206,1080.597617
583,1,22,39281.35,14.68014234,12,0,0,7.931439645,204.963371,1262.007891
584,0,55,14536.31,13.12045068,10,2,0,14.08939653,210.12704,1713.178075
585,6,80,43044.31,7.173629507,8,1,1,9.232644617,184.967019,1264.760574
586,1,85,19373.31,13.25882319,15,0,1,6.951491551,200.118516,1356.299478
587,0,58,46426.0,9.408080299,15,2,0,3.137169138,114.965789,386.0863102
588,4,37,24903.99,6.860771245,5,0,0,11.85998919,134.980139,1299.066214
589,3,71,82554.24,4.12236456,18,1,0,3.113737885,92.488023,278.5411418
590,0,63,48163.8,13.08013867,10,1,0,4.985175451,137.483594,1014.311651
591,0,47,25331.3,8.194610203,7,1,1,11.41238102,137.483594,1511.115195
593,3,26,2374.22,11.91761523,13,2,0,3.775528995,114.972827,551.1855922
594,3,28,88915.15,7.344740595,13,0,1,5.30268427,207.609354,1051.833922
595,4,38,21168.49,7.325364653,18,2,0,2.843930975,134.950905,567.3663629
596,2,79,74026.91,8.200222508,15,1,1,13.70230727,240.114868,1614.036609
597,2,48,21064.75,10.4962468,11,1,0,4.768869377,149.959755,771.6292755
598,2,80,42659.99,8.461081572,10,0,0,14.57312339,134.950905,1329.158978
599,4,66,15253.93,8.941096681,14,2,0,17.28022598,204.963371,1929.06738
601,1,56,35089.38,9.647132151,12,0,1,2.437089876,139.934918,909.6827162
602,4,69,75443.13,10.91251295,12,1,2,5.822867455,197.628838,1084.807286
603,0,73,55081.63,8.442478548,12,1,0,16.18199957,152.479779,1602.254193
604,0,55,16581.74,10.21682783,9,1,0,14.46037646,139.95684,1435.057667
605,2,32,29361.24,16.82309021,13,3,1,1.504124801,229.993134,729.7054333
606,1,71,26164.5,12.27450189,15,0,0,7.737353244,142.471255,1290.274294
607,2,26,60231.84,9.712856304,13,0,1,4.109952242,159.947583,1200.010955
608,2,71,20191.76,9.741346714,13,0,1,2.566196093,240.114868,774.8506663
609,0,51,44316.41,15.26191649,10,2,0,4.440328327,172.440432,1178.437008
610,1,89,51090.87,14.12126974,13,2,0,12.3848312,169.967067,1321.193696
611,0,58,58324.01,12.35356432,9,3,2,6.396338897,149.962093,821.4684599
612,2,46,48137.75,11.20346894,10,1,0,10.03212915,134.950905,986.2673645
613,1,19,19639.83,5.489232783,11,1,1,2.62036784,159.965008,587.538153
614,1,18,27259.78,12.74662948,13,2,1,3.795086086,232.637807,1517.166558
615,1,78,86897.5,11.58210776,10,2,0,3.149071183,149.962093,520.606284
616,0,51,27537.94,5.702833154,16,2,1,3.484000437,184.963371,1138.169594
617,0,65,8690.46,12.55174668,16,0,0,5.770302149,182.490006,829.9759818
618,1,37,29823.06,16.27747113,13,1,0,2.981008475,159.951231,477.2500925
619,0,38,28790.03,9.95126762,12,1,1,9.14991493,147.442069,944.3304649
620,1,84,63725.44,10.8901854,14,0,0,11.38939562,242.632554,1499.600891
622,2,34,37552.96,11.88831901,17,3,0,6.143856241,172.457857,1035.02733
624,1,56,15621.76,10.75643368,13,1,0,2.08299524,144.988941,951.3512058
625,0,53,12782.07,5.330342998,16,2,1,7.110141173,150.020764,894.626194
626,2,55,14331.34,10.54615588,10,0,0,3.041138012,275.133571,1045.360604
627,4,35,25934.55,6.569174155,11,2,0,15.37394197,130.006414,1829.923575
628,0,18,37860.79,12.13559132,7,0,1,3.905351198,197.48762,838.8374504
629,0,38,99007.42,5.114864238,10,3,2,3.838043219,149.984492,688.2231899
630,1,55,49915.86,12.67661786,14,2,1,5.141923371,184.978458,927.5974127
631,2,81,11455.64,13.26508243,13,1,1,19.17821675,207.609354,2031.266556
632,0,55,22322.51,11.98809409,15,2,1,12.36979696,139.99789,1241.892931
633,0,64,67019.55,12.29322885,14,1,0,14.28414317,220.132293,1662.516242
634,0,80,61436.18,8.157170567,12,1,0,3.769989038,242.632554,857.6130334
635,1,36,83705.06,8.36802634,11,1,0,9.126959742,154.991856,1640.244176
636,6,42,58187.53,8.645688486,12,1,1,2.684151079,139.987503,991.424632
637,4,44,36699.84,9.435961177,9,1,0,24.39432985,245.145743,2895.881802
638,2,24,26942.28,11.06173556,11,1,1,4.676474348,187.609354,1396.347808
639,1,39,15638.87,7.48309773,13,0,1,4.065555679,159.965008,640.3809858
640,3,68,49252.56,13.31601627,9,1,1,19.95372925,192.440432,2072.694492
641,1,83,8497.8,10.34957334,8,0,1,4.241019424,172.440432,1001.860025
642,2,56,56574.39,10.38237508,11,1,1,14.02310297,204.961033,1669.613093
643,4,47,58297.91,10.27122446,10,0,0,1.042140757,222.649979,878.627791
645,1,28,18410.16,9.417040882,14,1,0,2.768037617,159.965008,570.1301629
646,1,81,85742.06,11.00921312,8,1,0,6.357562637,152.510442,1178.057753
647,2,69,100626.29,13.90587666,8,1,0,7.748370205,187.656013,1219.21915
648,1,77,20485.31,14.40659587,10,1,0,6.90648504,184.978458,1000.051774
649,1,26,24166.24,13.36710209,10,0,0,11.80191083,127.481989,1233.889856
650,1,47,60415.32,8.497807171,16,0,0,20.75499393,220.118516,2245.476461
651,2,50,40667.47,7.842029127,17,0,0,10.57261422,162.482694,1243.478237
652,1,46,29876.17,8.063885304,10,0,0,5.260136013,245.146969,1502.677072
653,3,40,22790.72,9.957204622,13,1,0,28.38835566,162.465269,3249.417944
655,1,68,94520.02,3.507354765,11,1,0,7.243986575,147.478341,708.0622854
657,1,83,45301.07,16.35739677,17,1,0,7.29973843,172.47417,847.7321161
658,0,21,13673.66,3.629351785,13,2,0,11.24483017,200.132293,1967.957184
659,0,43,33731.69,10.73698075,14,0,0,6.735352382,92.455141,1066.193338
660,1,65,47738.37,11.284594,11,1,0,5.991017375,214.966286,961.1315871
661,3,82,26633.0,10.40270813,10,0,0,16.67574291,127.458638,1639.197703
663,4,79,73566.21,12.95955778,13,0,1,19.21689293,210.105118,2562.992759
664,1,33,50601.07,10.05136169,9,0,0,11.34954445,142.500692,1766.503802
665,2,37,111380.52,5.129502971,15,0,0,1.846161288,79.978861,333.3304389
666,1,35,30774.73,10.7459413,12,1,0,14.86270396,137.468388,1561.128541
667,0,59,12428.24,3.43357667,7,1,0,2.216583602,134.950905,323.972804
668,1,44,43677.48,8.220782475,8,2,1,16.53708435,104.962874,1643.91894
669,3,74,50806.21,12.11791408,11,3,0,3.7013893,102.474625,406.5230396
670,4,31,32796.83,13.23925733,19,1,2,5.261502169,162.482694,932.1606254
671,1,60,43636.68,8.670379621,11,1,0,7.279044337,159.994242,906.7867988
672,3,18,44349.71,8.82164481,13,2,0,13.80323806,92.455141,1737.354579
673,2,84,37376.03,11.35680475,14,2,0,15.92219451,255.155493,1986.939234
674,4,68,60317.8,9.271105349,14,1,1,3.525858481,159.983006,532.0660282
675,2,86,72436.33,7.92301547,11,0,0,9.85591776,169.944668,1014.45747
676,0,73,54937.5,12.07745494,13,1,1,9.75910234,127.511223,871.2907856
677,3,46,4739.77,10.10753133,9,1,0,5.506476096,95.019486,794.8748353
678,1,19,48037.69,15.4360432,13,2,0,6.999864982,134.980139,949.785575
679,0,27,37415.85,8.319615273,14,0,0,19.50833872,112.455141,1751.748167
680,1,76,114609.0,8.14229928,9,1,1,7.320050181,92.455141,954.4058631
681,1,56,90059.86,8.862064813,10,0,0,8.886453729,127.442069,1390.292533
682,2,42,25670.71,13.9772991,12,3,1,17.80378998,129.962093,2283.692222
683,0,76,19288.27,11.97665938,12,1,0,7.847288476,112.484375,625.2785223
684,7,42,39087.76,8.361906963,14,0,0,10.8040205,212.641455,2129.856605
686,1,27,16593.59,6.306089367,11,0,1,9.586248224,149.937833,1554.416773
687,3,74,18326.88,9.479801512,20,0,0,9.428767036,232.641455,1328.568048
689,2,30,5850.56,9.883677574,9,1,0,5.78988794,194.966286,1503.682743
690,4,23,16064.99,10.2900353,9,1,2,23.02862012,114.965789,2253.839865
691,3,44,66365.07,14.34431543,11,0,0,2.72317525,192.48852,586.1493754
692,0,77,53562.86,8.936042397,11,2,0,18.92157073,152.479779,1813.614194
693,4,78,28937.89,8.950709439,10,1,1,11.90088632,154.961766,1831.930109
694,1,20,62952.13,14.9103207,15,2,1,28.93788212,124.97808,2580.979643
695,2,53,45777.4,12.37429389,11,0,1,1.570209934,152.44408,930.6501084
696,1,20,6396.98,5.896054877,11,1,0,10.85959186,232.641455,1561.283799
698,0,43,23311.73,8.375886131,18,1,0,2.995498523,242.610632,1300.689811
699,1,38,65056.0,10.7721728,9,3,1,10.56061324,202.443347,1252.81737
701,0,34,120435.58,8.365498538,9,1,0,16.66441267,184.979684,2230.367018
702,7,36,12145.97,7.275899757,15,1,0,12.84120976,240.114868,1885.438773
703,2,38,46111.61,6.987857557,16,0,0,5.759265746,184.967019,947.6695867
